Year,Constituency_No,Position,Candidate,Party,Votes,Constituency_Name,Vote_Share_Percentage,Margin_Percentage,rural_per
2012,100,5,SARVAIYA RAJENDRABHAI BAVUBHAI,IND,3163,TALAJA,2.49,1.03,83.29
2012,100,6,MAKWANA PRAVINBHAI PUNABHAI,IND,1855,TALAJA,1.46,0.27,83.29
2012,100,7,BARAIYA HEMRAJBHAI BABUBHAI,GPP,1509,TALAJA,1.19,0.26,83.29
2012,100,8,NAKRANI BHAYABHAI HARJIBHAI,IND,1175,TALAJA,0.93,0,83.29
2012,101,1,KESHUBHAI HIRJIBHAI NAKARANI,BJP,53377,GARIADHAR,44.74,13.44,87.53556782
2012,101,2,MANGUKIYA BABUBHAI MAVAJIBHAI,INC,37349,GARIADHAR,31.31,22.12,87.53556782
2012,101,3,DR. KANUBHAI VALABHAI KALSARIYA,IND,10963,GARIADHAR,9.19,4.79,87.53556782
2012,101,4,KANTRODIYA LABHUBHAI POPATBHAI,GPP,5252,GARIADHAR,4.4,1.35,87.53556782
2012,101,5,SULEMAN HASANBHAI AJMERI,IND,3636,GARIADHAR,3.05,1.9,87.53556782
2012,101,6,BAGDA BHAVESHBHAI PREMJIBHAI,BSP,1373,GARIADHAR,1.15,0.21,87.53556782
2012,101,7,DHAPA MAVAJIBHAI LAKHABHAI,IND,1122,GARIADHAR,0.94,0.01,87.53556782
2012,101,8,RAMSINH SHADULBHAI CHAVADA,IND,1111,GARIADHAR,0.93,0.08,87.53556782
2012,101,9,MAKWANA BHAVANBHAI KHIMABHAI,IND,1018,GARIADHAR,0.85,0.01,87.53556782
2012,101,10,SATTARBHAI VALLIBHAI SAIYED,IND,1004,GARIADHAR,0.84,0.01,87.53556782
2012,101,11,NATHABHAI DAYABHAI BHARWAD,RKSP,988,GARIADHAR,0.83,0.32,87.53556782
2012,101,12,PANKAJBHAI KARAMSHIBHAI SAVANI,IND,610,GARIADHAR,0.51,0.01,87.53556782
2012,101,13,VALA BHUPATBHAI MOHANBHAI,SP,597,GARIADHAR,0.5,0.11,87.53556782
2012,101,14,PARMAR BADHABHAI KHODABHAI,RPI(A),460,GARIADHAR,0.39,0.02,87.53556782
2012,101,15,MADHRA USMANBHAI P.,BNJD,438,GARIADHAR,0.37,0,87.53556782
2012,102,1,RATHOD PRAVINBHAI JINABHAI,INC,69396,PALITANA,43.82,9.05,80.90748432
2012,102,2,SARVAIYA MAHENDRASINH PARAKRAMSINH,BJP,55071,PALITANA,34.78,24.74,80.90748432
2012,102,3,ARJUNBHAI RUPSANGBHAI YADAV,IND,15895,PALITANA,10.04,1.8,80.90748432
2012,102,4,BHINGRADIYA RASIKBHAI AMBABHAI,GPP,13045,PALITANA,8.24,6.32,80.90748432
2012,102,5,MEVADA MAHESHBHAI SHAMJIBHAI,BSP,3040,PALITANA,1.92,0.71,80.90748432
2012,102,6,SOLANKI MAHIPATSINH PRABHATSINH,RKSP,1914,PALITANA,1.21,0,80.90748432
2012,103,1,PARSHOTTAMBHAI ODHAVJIBHAI SOLANKI,BJP,83980,BHAVNAGAR RURAL,49.8,11,75.46764823
2012,103,2,GOHIL SHAKTISINHJI HARISHCHANDRASINHJI,INC,65426,BHAVNAGAR RURAL,38.8,34.87,75.46764823
2012,103,3,BHALIYA NATUBHAI KANJIBHAI,IND,6625,BHAVNAGAR RURAL,3.93,1.88,75.46764823
2012,103,4,JASANI KESHAVBHAI LAVJIBHAI (KESHU BHAGAT),GPP,3463,BHAVNAGAR RURAL,2.05,0.56,75.46764823
2012,103,5,PARSHOTTMBHAI SOLANKI,IND,2522,BHAVNAGAR RURAL,1.5,0.45,75.46764823
2012,103,6,DIGVIJAYSINH BHIKHUBHA GOHIL,BSP,1771,BHAVNAGAR RURAL,1.05,0.12,75.46764823
2012,103,7,BARAIYA NANJIBHAI BHIKHABHAI,IND,1570,BHAVNAGAR RURAL,0.93,0.28,75.46764823
2012,103,8,PARMAR LABHUBHAI VASHRAMBHAI,IND,1100,BHAVNAGAR RURAL,0.65,0.38,75.46764823
2012,103,9,GOHIL VINUBHAI BHIMABHAI (MADHULI),IND,455,BHAVNAGAR RURAL,0.27,0.04,75.46764823
2012,103,10,PATHUBHA HANUBHA JADEJA,IND,393,BHAVNAGAR RURAL,0.23,0.01,75.46764823
2012,103,11,ITALIYA RAMESHBHAI JETHABHAI,IND,381,BHAVNAGAR RURAL,0.23,0.02,75.46764823
2012,103,12,DEVABHAI BHURABHAI MOTISARIYA,IND,346,BHAVNAGAR RURAL,0.21,0.01,75.46764823
2012,103,13,AMIT PATEL,IND,322,BHAVNAGAR RURAL,0.19,0.03,75.46764823
2012,103,14,KALPESH PATEL,IND,265,BHAVNAGAR RURAL,0.16,0,75.46764823
2012,104,1,DAVE VIBHAVARIBEN VIJAYBHAI (VIBHABEN DAVE),BJP,85375,BHAVNAGAR EAST,59.15,27.37,4.987516235
2012,104,2,JOSHI RAJESHBHAI MAHENDRABHAI (RAJESH JOSHI),INC,45867,BHAVNAGAR EAST,31.78,28.21,4.987516235
2012,104,3,ARUN SUBODH MEHTA,CPM,5149,BHAVNAGAR EAST,3.57,1.87,4.987516235
2012,104,4,VIPLAV K. CHITRODA,IND,2455,BHAVNAGAR EAST,1.7,0.15,4.987516235
2012,104,5,MAKWANA GIRADHARBHAI SHIVAJIBHAI,GPP,2237,BHAVNAGAR EAST,1.55,1.04,4.987516235
2012,104,6,PAUNDA GEETA CHETAN,IND,739,BHAVNAGAR EAST,0.51,0.02,4.987516235
2012,104,7,CHAUHAN DAYABHAI DEVJIBHAI (DAYABHAI GHADIYALI),IND,706,BHAVNAGAR EAST,0.49,0.06,4.987516235
2012,104,8,GEETABEN NANUBHAI MER,IND,624,BHAVNAGAR EAST,0.43,0.02,4.987516235
2012,104,9,RATHOD JESINGBHAI DEVSHIBHAI,IND,589,BHAVNAGAR EAST,0.41,0,4.987516235
2012,104,10,ZAHIDBHAI U. BALOCH,BSP,586,BHAVNAGAR EAST,0.41,0,4.987516235
2012,105,1,JITENDRABHAI SAVJIBHAI VAGHANI (JITU VAGHANI),BJP,92584,BHAVNAGAR WEST,66.67,38.81,0
2012,105,2,MANSUKHBHAI RAIYABHAI KANANI (DR. KANANI),INC,38691,BHAVNAGAR WEST,27.86,25.87,0
2012,105,3,SALIMBHAI ADAMBHAI MEHTAR,IND,2765,BHAVNAGAR WEST,1.99,0.91,0
2012,105,4,DIHORA VITTHALBHAI NARANBHAI,GPP,1495,BHAVNAGAR WEST,1.08,0.57,0
2012,105,5,VIJUBEN NITINBHAI GOHIL,BSP,702,BHAVNAGAR WEST,0.51,0.01,0
2012,105,6,RAJESHBHAI VASANTBHAI BHAMANI,IND,693,BHAVNAGAR WEST,0.5,0.14,0
2012,105,7,MANSUKHBHAI DEVSHIBHAI KANABI (MANUBHAI MASTER),IND,504,BHAVNAGAR WEST,0.36,0.1,0
2012,105,8,MAKWANA JESINGBHAI MALJIBHAI,IND,372,BHAVNAGAR WEST,0.27,0.08,0
2012,105,9,GOHIL MAHAVIRSINH GAMBHIRSINH,RKSP,255,BHAVNAGAR WEST,0.18,0,0
2012,105,10,PATHAN MEHMOODKHAN CHANDBHAI,IND,253,BHAVNAGAR WEST,0.18,0,0
2012,105,11,MAKAWANA DILIPBHAI RANABHAI,IND,252,BHAVNAGAR WEST,0.18,0.07,0
2012,105,12,KURESHI ABDULKADAR MANJIBHAI (KADAR KURESHI),IND,155,BHAVNAGAR WEST,0.11,0,0
2012,105,13,PARMAR VIJAYBHAI GOVINDBHAI,RPI(A),154,BHAVNAGAR WEST,0.11,0,0
2012,106,1,ATMARAM MAKANBHAI PARMAR,BJP,64053,GADHADA,44.12,6.26,74.45764289
2012,106,2,MARU PRAVINBHAI TIDABHAI,INC,54959,GADHADA,37.85,29.79,74.45764289
2012,106,3,PARMAR DHANJIBHAI KHIMABHAI,GPP,11712,GADHADA,8.07,4.95,74.45764289
2012,106,4,HELAIYA RIPALKUMAR NATHUBHAI,IND,4518,GADHADA,3.11,1.48,74.45764289
2012,106,5,SAGATHIYA KESHAVBHAI JAGABHAI,BSP,2364,GADHADA,1.63,0.15,74.45764289
2012,106,6,SAPARIYA PARSHOTAM PUNJABHAI,IND,2149,GADHADA,1.48,0.44,74.45764289
2012,106,7,GOHEL GIGABHAI KHIMABHAI,IND,1509,GADHADA,1.04,0.01,74.45764289
2012,106,8,BADHIYA NAROTAMBHAI RANCHHODBHAI,IND,1488,GADHADA,1.02,0.07,74.45764289
2012,106,9,RATHOD PRAVINBHAI DAYABHAI,RPI(A),1388,GADHADA,0.96,0.23,74.45764289
2012,106,10,AYAR KANJIBHAI RAGHAVBHAI,IND,1053,GADHADA,0.73,0,74.45764289
2012,107,1,MANIYA THAKARSHIBHAI DEVJIBHAI,BJP,86184,BOTAD,48.47,5.63,63.42765901
2012,107,2,KUNVARJIBHAI MOHANBHAI BAVALIYA,INC,76179,BOTAD,42.84,39.61,63.42765901
2012,107,3,SHEKH AASHIFBHAI ALARKHBHAI,IND,5742,BOTAD,3.23,2.03,63.42765901
2012,107,4,PARMAR VINOD TRIKAMBHAI,GPP,2127,BOTAD,1.2,0.1,63.42765901
2012,107,5,BARAIYA NAKABHAI VELABHAI,IND,1948,BOTAD,1.1,0.27,63.42765901
2012,107,6,CHAVDA GUNVANTBHAI BHIMJIBHAI,BSP,1472,BOTAD,0.83,0.24,63.42765901
2012,107,7,VADIA INUSBHAI HAJIBHAI,IND,1038,BOTAD,0.58,0.02,63.42765901
2012,107,8,GOVINDBHAI RAMJIBHAI JADAV,JD(U),997,BOTAD,0.56,0.13,63.42765901
2012,107,9,DHALAVANIYA VALLABHBHAI KANAJIBHAI,IND,758,BOTAD,0.43,0.16,63.42765901
2012,107,10,OLAKIA BHUPATBHAI GOVINDBHAI,IND,467,BOTAD,0.26,0.05,63.42765901
2012,107,11,ABUBAKAR RAHIMBHAI JANGAD,IND,385,BOTAD,0.22,0.05,63.42765901
2012,107,12,KALIYA PRAVINBHAI NATHABHAI,IND,298,BOTAD,0.17,0.04,63.42765901
2012,107,13,KATARIYA JINABHAI NAGJIBHAI,IND,226,BOTAD,0.13,0,63.42765901
2012,108,1,SANJAYKUMAR RAMANBHAI PATEL,BJP,74761,KHAMBHAT,52.26,10.75,65.28831311
2012,108,2,CHUDASAMA SANDIPSINH VAJUBHA,INC,59375,KHAMBHAT,41.5,37.7,65.28831311
2012,108,3,CHANDRAKANT BHAILALBHAI PATEL,GPP,5443,KHAMBHAT,3.8,1.37,65.28831311
2012,108,4,CHAUHAN PURSHOTTAM ALIAS KANUBHAI MATHURBHAI,BSP,3489,KHAMBHAT,2.44,0,65.28831311
2012,109,1,PARMAR RAJENDRASINH DHIRSINH,INC,83621,BORSAD,53.71,13.51,79.62
2012,109,2,SOLANKI NAYNABEN RAMANBHAI,BJP,62587,BORSAD,40.2,36.52,79.62
2012,109,3,ASHOKBHAI MAGANBHAI PATEL,IND,5726,BORSAD,3.68,2.66,79.62
2012,109,4,KANTIBHAI RANCHODBHAI PATEL,GPP,1586,BORSAD,1.02,0.22,79.62
2012,109,5,IRSHAD ALI MOHMAD ALI SAIYAD,SP,1242,BORSAD,0.8,0.21,79.62
2012,109,6,KANTIBHAI BHIKHABHAI SOLANKI,ABMSD,921,BORSAD,0.59,0,79.62
2012,110,1,AMIT CHAVDA,INC,81575,ANKLAV,57.88,21.51,92.18458127
2012,110,2,SOLANKI JASAVANTSINH AMARSINH (JASHUBHA),BJP,51256,ANKLAV,36.36,33.4,92.18458127
2012,110,3,CHAVADA KAUSHIKKUMAR RAVJIBHAI,IND,4182,ANKLAV,2.97,1.71,92.18458127
2012,110,4,PUROHIT HEMANTKUMAR CHANDRAKANT,BSP,1775,ANKLAV,1.26,0.33,92.18458127
2012,110,5,KASHYAP GORDHANBHAI PATEL (GOPAL),GPP,1315,ANKLAV,0.93,0.33,92.18458127
2012,110,6,RABARI HITESHKUMAR LALJIBHAI,JD(U),847,ANKLAV,0.6,0,92.18458127
2012,111,1,JAYANTBHAI RAMANBHAI PATEL (BOSKEY),NCP,67363,UMRETH,41.73,0.86,76.1867591
2012,111,2,GOVINDBHAI RAIJIBHAI PARMAR,BJP,65969,UMRETH,40.87,27.83,76.1867591
2012,111,3,SHELAT SUBHASHCHANDRA SOMESHVAR,IND,21042,UMRETH,13.04,11.68,76.1867591
2012,111,4,BHOI DAXABEN BHARATBHAI,IND,2185,UMRETH,1.35,0.71,76.1867591
2012,111,5,MUKESHBHAI SOMABHAI PATEL,BSP,1043,UMRETH,0.65,0.04,76.1867591
2012,111,6,SUNILBHAI MAHENDRABHAI PATEL,IND,971,UMRETH,0.6,0.2,76.1867591
2012,111,7,BHARATBHAI HARMANBHAI PATEL,IND,644,UMRETH,0.4,0,76.1867591
2012,111,8,ASHVINKUMAR ISHVARBHAI PATEL,GPP,642,UMRETH,0.4,0.02,76.1867591
2012,111,9,DIXITKUMAR HARMANBHAI CHAUHAN (BOTHAM),IND,607,UMRETH,0.38,0,76.1867591
2012,111,10,SAIYAD ALIMDIN RUKMUDIN,SP,602,UMRETH,0.37,0.15,76.1867591
2012,111,11,RAJESHBHAI TULSIBHAI PATEL,NBN,356,UMRETH,0.22,0,76.1867591
2012,112,1,DILIPBHAI MANIBHAI PATEL,BJP,82956,ANAND,48.41,0.58,14.37
2012,112,2,KANTIBHAI SODHAPARMAR (BHAGAT),INC,81969,ANAND,47.84,46.36,14.37
2012,112,3,RAJ DILIPSINH SOMSINH,IND,2539,ANAND,1.48,0.59,14.37
2012,112,4,BIPINCHANDRA PURSHOTTAMDAS PATEL (VAKIL),GPP,1534,ANAND,0.9,0.44,14.37
2012,112,5,MANHARBHAI ASHABHAI CHAUHAN,IND,773,ANAND,0.45,0.07,14.37
2012,112,6,SONI BHUPENDRABHAI KANTILAL,BSP,649,ANAND,0.38,0.13,14.37
2012,112,7,PARMAR NATUBHAI SHANABHAI,IND,420,ANAND,0.25,0.09,14.37
2012,112,8,DINESHBHAI SHANABHAI PATEL,NBN,262,ANAND,0.15,0.01,14.37
2012,112,9,DAVE JATINBHAI DINESHCHANDRA,IND,245,ANAND,0.14,0,14.37
2012,113,1,NIRANJAN PURSOTTAMDAS PATEL,INC,77312,PETLAD,51.33,8.1,80.42462259
2012,113,2,DIPAKBHAI RAVJIBHAI PATEL,BJP,65120,PETLAD,43.24,41.63,80.42462259
2012,113,3,PARMAR HITENDRASINH MOHANSINH,SP,2426,PETLAD,1.61,0,80.42462259
2012,113,4,KACHHIYA KEVALKUMAR THAKORBHAI,BSP,2419,PETLAD,1.61,0.3,80.42462259
2012,113,5,PARMAR GHANSHYAMBHAI ASHABHAI,GPP,1960,PETLAD,1.3,0.39,80.42462259
2012,113,6,KUBAVAT BABUDAS CHHAGANDAS,ABJS,1369,PETLAD,0.91,0,80.42462259
2012,114,1,PARMAR PUNAMBHAI MADHABHAI,INC,65210,SOJITRA,47.15,0.12,93.76836344
2012,114,2,VIPULKUMAR VINUBHAI PATEL,BJP,65048,SOJITRA,47.03,44.57,93.76836344
2012,114,3,PRAVINCHANDRA ISHWARLAL ANJARA,IND,3404,SOJITRA,2.46,1.24,93.76836344
2012,114,4,PARMAR PRAVINBHAI MADHABHAI,IND,1694,SOJITRA,1.22,0.06,93.76836344
2012,114,5,VANKAR NARSINHBHAI NATUBHAI,BSP,1612,SOJITRA,1.17,0.66,93.76836344
2012,114,6,PARMAR PUNJABEN  RAJESHBHAI,LJP,704,SOJITRA,0.51,0.04,93.76836344
2012,114,7,KALPIT MAHENDRABHAI PATEL,GPP,642,SOJITRA,0.46,0,93.76836344
2012,115,1,CHAUHAN DEVUSINH JESINGBHAI,BJP,71021,MATAR,46.53,4.25,91.54
2012,115,2,SANJAYBHAI HARIBHAI PATEL,INC,64534,MATAR,42.28,36.83,91.54
2012,115,3,BHARVAD ZALABHAI GHELABHAI,IND,8324,MATAR,5.45,2.73,91.54
2012,115,4,RAKESH RAO ADVOCATE,GPP,4152,MATAR,2.72,1.53,91.54
2012,115,5,PRAJAPATI  SUMITRABEN NARESHBHAI,IND,1823,MATAR,1.19,0.5,91.54
2012,115,6,VYAS HETALBEN VINUBHAI,BSP,1066,MATAR,0.7,0.25,91.54
2012,115,7,PATHAN FIRODASKHAN YASINKHAN,IND,684,MATAR,0.45,0.1,91.54
2012,115,8,CHAUHAN RATANSINH UDESINH,IND,531,MATAR,0.35,0.02,91.54
2012,115,9,MAKWANA HIRABHAI SOMABHAI,SP(I),496,MATAR,0.32,0,91.54
2012,116,1,DESAI PANKAJKUMAR VINUBHAI (GOTIYO),BJP,75335,NADIAD,49.82,4.36,23.3
2012,116,2,JITRENDRABHAI SURYAKANTBHAI PATEL (AZAD),INC,68748,NADIAD,45.46,43.14,23.3
2012,116,3,VHORA AYUBBHAI HAJIBHAI,IND,3509,NADIAD,2.32,1.57,23.3
2012,116,4,MANGALDAS PURSOTTAMBHAI DALWADI,IND,1132,NADIAD,0.75,0.35,23.3
2012,116,5,PATHAN RIZVANABANU BASID AHMAD,SP,605,NADIAD,0.4,0.08,23.3
2012,116,6,BAROT NALITBHAI RATIBHAI,GPP,482,NADIAD,0.32,0.05,23.3
2012,116,7,MALEK SABIRHUSEN ISMAELBHAI,IND,411,NADIAD,0.27,0.08,23.3
2012,116,8,MALEK SAMIRKHAN MUNIRKHAN,IND,294,NADIAD,0.19,0.04,23.3
2012,116,9,CHRISTY VASANTBHAI AITABHAI,IND,240,NADIAD,0.16,0.05,23.3
2012,116,10,FRANCIS ISHWARBHAI PARMAR,IND,162,NADIAD,0.11,0.01,23.3
2012,116,11,DIVAN SAFIMAHAMAD AEHMADSHA,IND,154,NADIAD,0.1,0.01,23.3
2012,116,12,ARPIT DAHYABHAI PATEL (DAHYO),IND,142,NADIAD,0.09,0,23.3
2012,117,1,GAUTAMBHAI RAVJIBHAI CHAUHAN,INC,68767,MEHEMDABAD,45.22,2.75,88.6864034
2012,117,2,CHAUHAN SUNDARSINH BHALABHAI,BJP,64586,MEHEMDABAD,42.47,34.8,88.6864034
2012,117,3,DABHI DOLATSINH SOMABHAI,GPP,11662,MEHEMDABAD,7.67,4.31,88.6864034
2012,117,4,NATVARBHAI TRIBHOVANDAS PATEL,SP,5105,MEHEMDABAD,3.36,2.08,88.6864034
2012,117,5,PATHAN ILTEKAFHUSAIN HABIBKHAN,BSP,1945,MEHEMDABAD,1.28,0,88.6864034
2012,118,1,THAKOR NATVARSINH FULSINH,INC,58373,MAHUDHA,42.22,9.57,80.33109309
2012,118,2,SODHA KHUMANSINH RATANSINH,BJP,45143,MAHUDHA,32.65,14.91,80.33109309
2012,118,3,VAGHELA SHANKARBHAI DESAIBHAI,IND,24524,MAHUDHA,17.74,15.31,80.33109309
2012,118,4,PATHAN ABDULHANIFKHAN ABDULWAHIDKHAN,SP,3358,MAHUDHA,2.43,0.6,80.33109309
2012,118,5,CHAUHAN SHANKARBHAI BABUBHAI (DARBAR),BSP,2532,MAHUDHA,1.83,0.18,80.33109309
2012,118,6,RATHOD MAHESHBHAI RAMANBHAI,IND,2279,MAHUDHA,1.65,0.6,80.33109309
2012,118,7,CHAUHAN BHANUPRATAPSINH AMBUBHAI,IND,1445,MAHUDHA,1.05,0.6,80.33109309
2012,118,8,VAGHELA RAVJIBHAI SOMABHAI,GPP,616,MAHUDHA,0.45,0,80.33109309
2012,119,1,PARMAR RAMSINH PRABHATBHAI,INC,78226,THASRA,48.08,3.38,87.8811615
2012,119,2,PRATIKSHABEN TINUBHAI PARMAR,BJP,72726,THASRA,44.7,41.72,87.8811615
2012,119,3,MALEK HABIBBHAI ABDULBHAI,IND,4849,THASRA,2.98,1.71,87.8811615
2012,119,4,SHANTILAL CHHOTALAL PATEL,IND,2063,THASRA,1.27,0.15,87.8811615
2012,119,5,PRATAPSINH NARVATSINH CHAVDA,GPP,1813,THASRA,1.11,0.41,87.8811615
2012,119,6,SHEKH AIYUBBHAI USMANBHAI (EX. TALATI),BSP,1146,THASRA,0.7,0.03,87.8811615
2012,119,7,NILESH PRADYUMAN TRIVEDI,SP,1090,THASRA,0.67,0.18,87.8811615
2012,119,8,CHAVDA ZALAMSINH SUKHABHAI,IND,792,THASRA,0.49,0,87.8811615
2012,120,1,SHANKERSINH VAGHELA (BAPU),INC,88641,KAPADWANJ,48.63,3.62,78.53585927
2012,120,2,DABHI KANUBHAI BHULABHAI,BJP,82044,KAPADWANJ,45.01,42.19,78.53585927
2012,120,3,RAVAL KARTIKEY RATILAL (PINTUBHAI),IND,5147,KAPADWANJ,2.82,1.16,78.53585927
2012,120,4,CHAUHAN PRAKASHSINH BUDHAJI,GPP,3030,KAPADWANJ,1.66,0.59,78.53585927
2012,120,5,PARMAR HIMATSINH DHIRABHI,BSP,1950,KAPADWANJ,1.07,0.27,78.53585927
2012,120,6,MANUBHAI MANGALBHAI PATEL,IND,1455,KAPADWANJ,0.8,0,78.53585927
2012,121,1,CHAUHAN MANSINH KOHYABHAI,INC,87088,BALASINOR,50.22,9.9,86.15975697
2012,121,2,PATHAK RAJESHBHAI URFE PAPPUBHAI GAJANAN,BJP,69917,BALASINOR,40.32,36.46,86.15975697
2012,121,3,SHAIKH MUSTAKBHAI AIYUBBHAI,IND,6698,BALASINOR,3.86,2.69,86.15975697
2012,121,4,ZALA ISHVARBHAI  ARJUNBHAI,NCP,2028,BALASINOR,1.17,0.01,86.15975697
2012,121,5,THAKOR PRADIPSINH  PRABHATSINH,GPP,2009,BALASINOR,1.16,0.09,86.15975697
2012,121,6,VINODBHAI  RATNABHAI ROHIT,IND,1848,BALASINOR,1.07,0.31,86.15975697
2012,121,7,SHAIKH  ABDULSATTAR MAHAMADBHAI,IND,1317,BALASINOR,0.76,0.05,86.15975697
2012,121,8,SOLANKI RAMESHBHAI  JAVRABHAI,BSP,1233,BALASINOR,0.71,0.23,86.15975697
2012,121,9,PIRJADA MAHEMUDMIYA ANUMIYA,IND,833,BALASINOR,0.48,0.23,86.15975697
2012,121,10,SOLANKI BHAVANSINH  SAMATSINH,JD(U),431,BALASINOR,0.25,0,86.15975697
2012,122,1,HIRABHAI HARIBHAI PATEL,INC,72814,LUNAWADA,44.99,2.29,89.50695107
2012,122,2,MALIWAD KALUBHAI HIRABHAI,BJP,69113,LUNAWADA,42.7,37.01,89.50695107
2012,122,3,BHUPENDRAKUMAR JETHABHAI PATEL,IND,9212,LUNAWADA,5.69,2.96,89.50695107
2012,122,4,PANDYA PRABODHKANT DAMODARDAS,GPP,4429,LUNAWADA,2.74,1,89.50695107
2012,122,5,PARMAR MANUBHAI KHOJABHAI,BSP,2806,LUNAWADA,1.73,0.61,89.50695107
2012,122,6,JIGNESHKUMAR BHIKHABHAI PATEL,JD(U),1816,LUNAWADA,1.12,0.1,89.50695107
2012,122,7,MIRZA GULAM JILANI MOHAMMAD FARID,SP,1654,LUNAWADA,1.02,0,89.50695107
2012,123,1,DAMOR GENDALBHAI MOTIBHAI,INC,68026,SANTRAMPUR,53.36,20.12,93.6991791
2012,123,2,BHAMAT MANSINH VALLABHABHAI,BJP,42372,SANTRAMPUR,33.24,28.74,93.6991791
2012,123,3,DINDOR BHARATBHAI PUNABHAI,GPP,5739,SANTRAMPUR,4.5,0.49,93.6991791
2012,123,4,KATARA SINGJIBHAI JALAJIBHAI,CPM,5110,SANTRAMPUR,4.01,1.04,93.6991791
2012,123,5,BAMANIYA LALABHAI BHIMSINH,JD(U),3784,SANTRAMPUR,2.97,1.04,93.6991791
2012,123,6,MALIVAD BHAGABHAI RUPABHAI,BSP,2453,SANTRAMPUR,1.92,0,93.6991791
2012,124,1,AHIR (BHARWAD) JETHABHAI GHELABHAI,BJP,76468,SHEHRA,49.54,18.61,94.45254503
2012,124,2,SOLANKI TAKHATSINH RAVSINH,INC,47743,SHEHRA,30.93,22.79,94.45254503
2012,124,3,PAGI RANGITBHAI PRABHATBHAI,GPP,12562,SHEHRA,8.14,2.08,94.45254503
2012,124,4,SOLANKI BHUPATSINH SOMSINH,LJP,9345,SHEHRA,6.05,4.08,94.45254503
2012,124,5,BHARVAD RAGHUBHAI DHULABHAI,NCP,3045,SHEHRA,1.97,0.59,94.45254503
2012,124,6,KABHABHAI VECHATBHAI BARIA,JD(U),2135,SHEHRA,1.38,0.22,94.45254503
2012,124,7,AKHAMSINH AMARSINH PATEL,HND,1797,SHEHRA,1.16,0.34,94.45254503
2012,124,8,VANKAR PRAFULCHANDRA PUNJABHAI,BSP,1270,SHEHRA,0.82,0,94.45254503
2012,125,1,KHANT SAVITABEN VECHATBHAI,INC,56886,MORVA HADAF,47.21,9.37,100
2012,125,2,DAMOR BIJALBHAI VALABHAI,BJP,45597,MORVA HADAF,37.84,27.22,100
2012,125,3,DINDOR VIKRAMSINH RAMSINH,IND,12792,MORVA HADAF,10.62,8.63,100
2012,125,4,VAGADIYA UDABHAI LAKHMANBHAI,LJP,2396,MORVA HADAF,1.99,0.56,100
2012,125,5,BAMANIYA NARVATBHAI BHIMSINH,JD(U),1725,MORVA HADAF,1.43,0.52,100
2012,125,6,BARIYA MADHUBHAI CHHAGANBHAI,GPP,1102,MORVA HADAF,0.91,0,100
2012,126,1,C.K. RAULJI,INC,73367,GODHRA,46,1.8,55.61554751
2012,126,2,CHAUHAN PRAVINSINH PRABHATSINH,BJP,70499,GODHRA,44.21,40.6,55.61554751
2012,126,3,RAMESHBHAI RAVJIBHAI PATEL,IND,5744,GODHRA,3.6,0.32,55.61554751
2012,126,4,MAYURKUMAR JASHVANTLAL PATEL ALIAS PINTUBHAI,IND,5233,GODHRA,3.28,2.3,55.61554751
2012,126,5,THAKOR HARISHCHANDRASINH KIRANSINH,BSP,1560,GODHRA,0.98,0.13,55.61554751
2012,126,6,PARESHKUMAR VINODCHANDRA BASRANI,JD(U),1346,GODHRA,0.84,0.13,55.61554751
2012,126,7,ASHISHBHAI KAPUR,IND,1141,GODHRA,0.72,0.34,55.61554751
2012,126,8,SOLANKI GIRVATSINH CHANDRASINH,GPP,591,GODHRA,0.37,0,55.61554751
2012,127,1,RATHOD ARVINDSINH DAMSINH,BJP,69275,KALOL,44.79,19.43,90.50343583
2012,127,2,JADAV RAJENDRASINH CHANDRASINH,INC,39219,KALOL,25.36,11.98,90.50343583
2012,127,3,CHAUHAN FATESINH VAKHATSINH,GPP,20690,KALOL,13.38,6.56,90.50343583
2012,127,4,RATHOD VIJAYSINH MOHANSINH,IND,10538,KALOL,6.81,1.42,90.50343583
2012,127,5,SOLANKI SALAMBHAI MANGALBHAI,IND,8347,KALOL,5.4,4.18,90.50343583
2012,127,6,SOLANKI GOPALBHAI SABURBHAI,SP,1885,KALOL,1.22,0.28,90.50343583
2012,127,7,RATHOD VIKRAMSINH PRABHATSINH,BSP,1458,KALOL,0.94,0.01,90.50343583
2012,127,8,BARIA DINESHBHAI KANUBHAI,IND,1439,KALOL,0.93,0.23,90.50343583
2012,127,9,CHAVDA SURENDRASINH NARVATSINH (ALIAS CHAVDA ADVOCATE),JD(U),1089,KALOL,0.7,0.23,90.50343583
2012,127,10,KANSAR MAHESHKUMAR HIRABHAI (ADVOCATE),LJP,732,KALOL,0.47,0,90.50343583
2012,128,1,PARMAR JAYDRATHSINHJI CHANDRASINHJI,BJP,93854,HALOL,55.59,19.67,82.75723289
2012,128,2,PARMAR RAJENDRASINH BALVANTSINH,INC,60648,HALOL,35.92,31.57,82.75723289
2012,128,3,NAYAK GHANSHYAMBHAI HIMATBHAI,BSP,7339,HALOL,4.35,0.2,82.75723289
2012,128,4,RATHVA GULSINH METARIYABHAI,GPP,6999,HALOL,4.15,0,82.75723289
2012,129,1,KATARA  RAMESHBHAI BHURABHAI,BJP,57828,FATEPURA,47.81,5.18,97.78937308
